city,city_ascii,region_id,lat,lng,population,density,id
Mount Clemens,Mount Clemens,MI,42.5977,-82.8821,15735,1529.3,1840003089
Isla Vista,Isla Vista,CA,34.4128,-119.8614,15732,11020,1840017887
Elkton,Elkton,MD,39.6066,-75.8209,15724,679.7,1840005635
White Center,White Center,WA,47.5086,-122.3479,15716,2718.3,1840037727
Hewitt,Hewitt,TX,31.452,-97.196,15707,808.4,1840020809
Auburndale,Auburndale,FL,28.0963,-81.8012,15704,462.2,1840014127
Discovery Bay,Discovery Bay,CA,37.9063,-121.599,15704,1098.2,1840018897
Los Osos,Los Osos,CA,35.3065,-120.8242,15692,489.3,1840017805
Newton,Newton,IA,41.6963,-93.0403,15688,518.6,1840008171
Lady Lake,Lady Lake,FL,28.9241,-81.9299,15683,728.1,1840017229
Macomb,Macomb,IL,40.4709,-90.6807,15681,643.1,1840009411
Mitchell,Mitchell,SD,43.7294,-98.0337,15677,536,1840002642
Wailuku,Wailuku,HI,20.8834,-156.5059,15670,1284.9,1840023239
Chickasha,Chickasha,OK,35.0409,-97.9474,15655,281.4,1840019169
La Palma,La Palma,CA,33.8504,-118.0407,15650,3395.1,1840020586
Alpine,Alpine,CA,32.8439,-116.7585,15648,215.6,1840018014
Shively,Shively,KY,38.197,-85.8136,15638,1327.9,1840015196
Seaford,Seaford,NY,40.6678,-73.4922,15636,2241.8,1840005275
Rossville,Rossville,MD,39.3572,-76.4767,15633,1147.9,1840031398
Seymour,Seymour,TN,35.8783,-83.7669,15633,372.2,1840013386
Fort Leonard Wood,Fort Leonard Wood,MO,37.7562,-92.1274,15629,247.8,1840073756
Weston,Weston,WI,44.8906,-89.5487,15609,270.4,1840038093
Grovetown,Grovetown,GA,33.4503,-82.2073,15608,1082.2,1840013748
Southchase,Southchase,FL,28.3793,-81.3903,15592,906.7,1840029005
Mastic,Mastic,NY,40.8096,-72.8479,15576,1507,1840005090
Seven Oaks,Seven Oaks,SC,34.0475,-81.1435,15561,844.8,1840035850
Monroe,Monroe,OH,39.4461,-84.3667,15560,341.7,1840008465
Live Oak,Live Oak,TX,29.5545,-98.3404,15554,1308.3,1840020960
Cherryland,Cherryland,CA,37.6792,-122.1038,15552,5168.9,1840028361
Azalea Park,Azalea Park,FL,28.5473,-81.2956,15549,1960.7,1840014082
Greenwood Village,Greenwood Village,CO,39.6153,-104.9131,15548,705.2,1840020212
Indianola,Indianola,IA,41.3629,-93.5652,15544,537.6,1840000648
Brooklyn Park,Brooklyn Park,MD,39.217,-76.6174,15541,1390.4,1840031312
Hugo,Hugo,MN,45.1671,-92.9588,15541,173.2,1840006739
Niceville,Niceville,FL,30.529,-86.4748,15532,418.4,1840015009
Hartford,Hartford,WI,43.3223,-88.3784,15526,698.3,1840002831
Wilmington Island,Wilmington Island,GA,32.0033,-80.9752,15521,725.9,1840029461
Candelaria,Candelaria,PR,18.4042,-66.2175,15498,1919.1,1630023689
Batavia,Batavia,NY,42.9987,-78.1802,15497,1076.8,1840000385
Rio Grande City,Rio Grande City,TX,26.3808,-98.8215,15494,490.2,1840021016
Princeton Meadows,Princeton Meadows,NJ,40.3347,-74.5651,15491,2159.5,1840033474
Berea,Berea,KY,37.5904,-84.2898,15465,368.8,1840013225
Scottsboro,Scottsboro,AL,34.6438,-86.0491,15446,110.2,1840005605
Chubbuck,Chubbuck,ID,42.9263,-112.4623,15445,952.3,1840018667
Grain Valley,Grain Valley,MO,39.0171,-94.2084,15435,893.5,1840008531
Glenn Dale,Glenn Dale,MD,38.9833,-76.804,15426,740.5,1840005955
Lynden,Lynden,WA,48.9502,-122.4545,15410,1044.4,1840019752
Carthage,Carthage,MO,37.1503,-94.3225,15395,476.8,1840007629
Springdale,Springdale,NJ,39.8769,-74.9724,15393,1018.6,1840133731
Uvalde,Uvalde,TX,29.2152,-99.7782,15374,812.2,1840022231
Three Lakes,Three Lakes,FL,25.6415,-80.4,15367,1840.2,1840029010
Greeneville,Greeneville,TN,36.168,-82.8197,15361,339.3,1840016099
Glasgow,Glasgow,DE,39.6015,-75.7473,15342,599,1840005571
Mastic Beach,Mastic Beach,NY,40.7664,-72.8369,15333,1230.4,1840005089
Yankton,Yankton,SD,42.8901,-97.3927,15332,657.4,1840003058
Eden,Eden,NC,36.5027,-79.7412,15317,407,1840013309
Hayden,Hayden,ID,47.768,-116.804,15316,557.1,1840019808
Port Orchard,Port Orchard,WA,47.5163,-122.661,15315,572.6,1840019821
Hartselle,Hartselle,AL,34.4391,-86.9396,15308,334.6,1840013593
Tenafly,Tenafly,NJ,40.9176,-73.9532,15307,1224.9,1840000918
Asbury Park,Asbury Park,NJ,40.2226,-74.0119,15305,4197.7,1840003684
Roanoke Rapids,Roanoke Rapids,NC,36.4452,-77.649,15294,567.2,1840014437
Norridge,Norridge,IL,41.9637,-87.8231,15294,3089.5,1840011302
Harper Woods,Harper Woods,MI,42.439,-82.9293,15287,2030.6,1840003981
Johnson City,Johnson City,NY,42.123,-75.9624,15275,1215.4,1840004658
Jackson,Jackson,MO,37.3792,-89.6522,15272,535.1,1840008735
Traverse City,Traverse City,MI,44.7546,-85.6038,15263,724.3,1840003946
Northview,Northview,MI,43.0427,-85.6016,15251,570.3,1840004305
Dentsville,Dentsville,SC,34.0754,-80.9547,15245,896.5,1840013089
Laurinburg,Laurinburg,NC,34.7602,-79.4773,15242,465.2,1840014631
Thibodaux,Thibodaux,LA,29.7949,-90.8146,15242,828,1840015946
Franklin Park,Franklin Park,PA,40.5903,-80.0999,15239,419.2,1840001198
Bradley,Bradley,IL,41.1641,-87.8452,15236,852,1840011693
Berkley,Berkley,MI,42.4986,-83.1853,15234,2266.8,1840002437
Hazel Park,Hazel Park,MI,42.4619,-83.0977,15213,2254.1,1840002444
Gloversville,Gloversville,NY,43.0491,-74.3465,15211,1130.2,1840000375
Kenmore,Kenmore,NY,42.9646,-78.8713,15207,4055.4,1840004386
Beech Grove,Beech Grove,IN,39.7157,-86.0871,15202,1308.7,1840007307
Depew,Depew,NY,42.9118,-78.7043,15188,1146.1,1840004397
Spring Creek,Spring Creek,NV,40.745,-115.5983,15176,104.4,1840018704
Eloy,Eloy,AZ,32.747,-111.5992,15171,62.2,1840020628
Pacific Grove,Pacific Grove,CA,36.6188,-121.9259,15169,2084.5,1840020359
Youngsville,Youngsville,LA,30.0963,-91.9968,15167,437.8,1840015931
Andover,Andover,KS,37.6873,-97.1352,15162,504.9,1840007546
Elk Plain,Elk Plain,WA,47.0425,-122.3663,15157,700,1840037546
Southern Pines,Southern Pines,NC,35.1927,-79.4039,15156,320.5,1840017850
Vandalia,Vandalia,OH,39.8791,-84.193,15155,469.7,1840003786
Piney Green,Piney Green,NC,34.7498,-77.3208,15149,405.5,1840013558
Phillipsburg,Phillipsburg,NJ,40.6894,-75.1821,15146,1730.8,1840000944
Tonawanda,Tonawanda,NY,43.0105,-78.8805,15132,1501.5,1840004381
Camp Pendleton South,Camp Pendleton South,CA,33.2329,-117.393,15131,923.7,1840073902
North New Hyde Park,North New Hyde Park,NY,40.746,-73.6876,15125,2899.3,1840005243
Clarksdale,Clarksdale,MS,34.1933,-90.5693,15124,315.2,1840014696
Greenlawn,Greenlawn,NY,40.8632,-73.3646,15115,1473.3,1840005074
Bemidji,Bemidji,MN,47.4828,-94.8797,15114,338.4,1840006600
Longwood,Longwood,FL,28.7014,-81.3487,15085,1088.2,1840015957
Henderson,Henderson,NC,36.3256,-78.4151,15084,677.2,1840014433
West Park,West Park,FL,25.984,-80.1923,15074,2643.9,1840016002
Worthington,Worthington,OH,40.095,-83.0209,15047,1056,1840010522
Hereford,Hereford,TX,34.8225,-102.4001,15043,897,1840020462
Front Royal,Front Royal,VA,38.926,-78.1838,15039,571.8,1840006045
Swansea,Swansea,IL,38.5507,-89.9858,15037,840.5,1840012880
Dayton,Dayton,NV,39.2592,-119.5653,15036,157.7,1840018796
Riverdale,Riverdale,GA,33.5639,-84.4103,15013,1350.5,1840014815
South Farmingdale,South Farmingdale,NY,40.7175,-73.4473,15009,2600,1840005276
Halawa,Halawa,HI,21.3753,-157.9185,14990,2255.2,1840029579
Greensburg,Greensburg,PA,40.3113,-79.5445,14982,1355.6,1840001137
West University Place,West University Place,TX,29.7157,-95.4321,14975,3003.4,1840022205
Highland Park,Highland Park,NJ,40.5006,-74.4283,14947,2926.5,1840003636
Williamstown,Williamstown,NJ,39.6874,-74.9786,14947,736.8,1840016785
Tanque Verde,Tanque Verde,AZ,32.2687,-110.7437,14946,184.7,1840019489
Mineral Wells,Mineral Wells,TX,32.8169,-98.0776,14925,286.4,1840020689
Glasgow,Glasgow,KY,37.0048,-85.9263,14922,350.4,1840013268
Sterling,Sterling,IL,41.7996,-89.6956,14919,959.4,1840009200
Fairview,Fairview,NJ,40.8182,-74.0022,14918,6506.9,1840003549
California City,California City,CA,35.1578,-117.8721,14914,26.5,1840019149
Metuchen,Metuchen,NJ,40.5424,-74.3628,14883,1936.2,1840003633
Lebanon,Lebanon,MO,37.6717,-92.6603,14880,388.5,1840008711
Hendersonville,Hendersonville,NC,35.3247,-82.4575,14878,730.8,1840014561
Boulder City,Boulder City,NV,35.8407,-114.9257,14868,29.8,1840019028
Great Bend,Great Bend,KS,38.3593,-98.8015,14864,559.9,1840001656
Grimes,Grimes,IA,41.6779,-93.7947,14842,448.5,1840007068
Broadlands,Broadlands,VA,39.0168,-77.5167,14835,1689.3,1840024498
Highland Springs,Highland Springs,VA,37.5516,-77.3285,14823,726.3,1840006391
Sierra Vista Southeast,Sierra Vista Southeast,AZ,31.4525,-110.216,14822,56.2,1840074401
Whitefish Bay,Whitefish Bay,WI,43.1131,-87.9003,14818,2535.3,1840003036
Ramsey,Ramsey,NJ,41.0595,-74.1454,14801,1046.6,1840000896
Oldsmar,Oldsmar,FL,28.0506,-82.6698,14800,639.8,1840015111
Bradley Gardens,Bradley Gardens,NJ,40.5711,-74.6678,14798,1265,1840033232
Gantt,Gantt,SC,34.7837,-82.4027,14790,574.3,1840013492
Glen Allen,Glen Allen,VA,37.666,-77.4838,14783,651.3,1840006390
Ferndale,Ferndale,WA,48.8526,-122.5894,14777,801.8,1840019751
Brunswick,Brunswick,GA,31.1449,-81.4746,14774,368.2,1840013875
Alexander City,Alexander City,AL,32.9229,-85.9358,14765,128.2,1840013788
Wildwood,Wildwood,FL,28.7752,-82.0075,14747,50.3,1840015956
Greendale,Greendale,WI,42.9371,-88.0018,14735,982.3,1840003038
Lake Stickney,Lake Stickney,WA,47.8733,-122.2582,14733,2777.3,1840037894
Deming,Deming,NM,32.2631,-107.7525,14730,325.3,1840019458
Fort Payne,Fort Payne,AL,34.4559,-85.6965,14730,96.3,1840004822
Vail,Vail,AZ,32.0217,-110.6937,14715,240.1,1840019487
Gulf Shores,Gulf Shores,AL,30.2764,-87.7017,14712,170.8,1840013886
Ladson,Ladson,SC,33.0093,-80.1078,14711,837.8,1840014254
White Oak,White Oak,MD,39.0451,-76.9885,14711,1935.6,1840005847
Chelsea,Chelsea,AL,33.3262,-86.63,14710,219.4,1840014823
Owosso,Owosso,MI,42.9955,-84.176,14708,1065,1840003068
Antioch,Antioch,IL,42.4742,-88.0721,14705,666.7,1840010115
Fraser,Fraser,MI,42.5388,-82.9496,14703,1352.2,1840002421
Hammonton,Hammonton,NJ,39.6572,-74.7678,14695,133.1,1840003800
Great Falls,Great Falls,VA,39.011,-77.3013,14690,225.2,1840006028
Salida,Salida,CA,37.7083,-121.0842,14690,2659.6,1840018908
Waunakee,Waunakee,WI,43.1829,-89.4447,14679,748.7,1840002904
Monroe,Monroe,GA,33.799,-83.7161,14675,334.8,1840014786
Fruitville,Fruitville,FL,27.3328,-82.4616,14673,802.1,1840014179
Canyon,Canyon,TX,34.9911,-101.919,14669,766.5,1840019180
Parlier,Parlier,CA,36.6087,-119.5434,14666,2507.9,1840020323
Palmview,Palmview,TX,26.2318,-98.3823,14654,886.9,1840021028
Pineville,Pineville,LA,31.3414,-92.4096,14653,434.5,1840014963
Davidson,Davidson,NC,35.484,-80.8247,14644,787.5,1840016353
Salem Lakes,Salem Lakes,WI,42.5366,-88.1306,14630,187.4,1840038106
Havre de Grace,Havre de Grace,MD,39.548,-76.1146,14625,905.3,1840005667
Moultrie,Moultrie,GA,31.1591,-83.7708,14621,326.2,1840014977
Hershey,Hershey,PA,40.2806,-76.6458,14619,403.5,1840005400
Ewa Beach,Ewa Beach,HI,21.3181,-158.0073,14614,4473.8,1840029470
Mount Vernon,Mount Vernon,IL,38.314,-88.9174,14614,391,1840008654
Washington,Washington,MO,38.5515,-91.0154,14607,561.6,1840010770
Morris,Morris,IL,41.3749,-88.4304,14601,493.4,1840008243
Anderson Creek,Anderson Creek,NC,35.2657,-78.958,14597,295,1840089354
Rendon,Rendon,TX,32.5789,-97.2349,14597,208.4,1840019421
Weigelstown,Weigelstown,PA,39.9852,-76.8306,14593,878.2,1840005509
Chippewa Falls,Chippewa Falls,WI,44.9358,-91.3902,14581,484.4,1840002108
Eggertsville,Eggertsville,NY,42.9665,-78.8065,14577,1998.5,1840024061
East Milton,East Milton,FL,30.6175,-86.9636,14566,193.5,1840025112
West Freehold,West Freehold,NJ,40.2324,-74.2943,14565,921.8,1840005454
Dumas,Dumas,TX,35.8613,-101.9642,14565,981.2,1840019086
Red Bluff,Red Bluff,CA,40.1735,-122.2413,14557,719.6,1840020176
Corinth,Corinth,MS,34.9474,-88.5143,14545,186.2,1840014638
Key Biscayne,Key Biscayne,FL,25.6908,-80.1653,14530,3983.1,1840018333
Jericho,Jericho,NY,40.7875,-73.5416,14526,1357.3,1840005268
Robbinsdale,Robbinsdale,MN,45.0261,-93.3332,14522,1988.3,1840008931
Greenwood,Greenwood,MS,33.5126,-90.1993,14521,432.8,1840013739
Middlesex,Middlesex,NJ,40.5744,-74.5011,14513,1506,1840001337
Scottsbluff,Scottsbluff,NE,41.8684,-103.6616,14511,853.2,1840009197
Kemp Mill,Kemp Mill,MD,39.0412,-77.0215,14509,2279,1840005842
Hutchinson,Hutchinson,MN,44.8855,-94.3768,14504,634.2,1840006756
Short Hills,Short Hills,NJ,40.7389,-74.3278,14500,1006.3,1840033408
Hudson,Hudson,WI,44.9639,-92.7312,14500,793.9,1840002135
Belvedere Park,Belvedere Park,GA,33.7489,-84.2599,14497,1184.7,1840013699
Artondale,Artondale,WA,47.3021,-122.6406,14495,404.8,1840037617
Falls Church,Falls Church,VA,38.8847,-77.1751,14494,2699.7,1840003835
Wilkinsburg,Wilkinsburg,PA,40.4442,-79.8733,14492,2633.6,1840001278
Hickory Hills,Hickory Hills,IL,41.7248,-87.828,14483,1934.7,1840007030
Bensville,Bensville,MD,38.6176,-77.0077,14483,312,1840073595
Lockhart,Lockhart,TX,29.8785,-97.6831,14480,340.8,1840020936
Lemon Hill,Lemon Hill,CA,38.5172,-121.4573,14471,3556,1840075922
Colesville,Colesville,MD,39.073,-77.001,14468,1086.8,1840005831
Reidsville,Reidsville,NC,36.3376,-79.6725,14463,363.6,1840014436
East Rancho Dominguez,East Rancho Dominguez,CA,33.8949,-118.1956,14462,7170.2,1840028368
Clarkston,Clarkston,GA,33.8117,-84.2403,14455,2667.9,1840014776
Lindenhurst,Lindenhurst,IL,42.4175,-88.0257,14453,1221.2,1840011163
Belmont,Belmont,NC,35.2212,-81.0401,14442,390.3,1840013469
Washington Court House,Washington Court House,OH,39.5381,-83.4281,14440,612.4,1840003801
Natchez,Natchez,MS,31.5437,-91.3867,14435,362.6,1840014951
Palmer Ranch,Palmer Ranch,FL,27.2286,-82.4672,14430,710.4,1840142108
Lilburn,Lilburn,GA,33.8897,-84.1364,14424,724.4,1840015613
Sunset,Sunset,FL,25.706,-80.353,14415,1635.5,1840029084
Chicago Ridge,Chicago Ridge,IL,41.7034,-87.7795,14413,2388.2,1840010146
Groveton,Groveton,VA,38.7605,-77.098,14402,1302.6,1840006029
Ozark,Ozark,AL,31.4508,-85.6473,14396,162.5,1840005283
Hopatcong,Hopatcong,NJ,40.9541,-74.6593,14395,504.5,1840003482
Moorestown-Lenola,Moorestown-Lenola,NJ,39.9659,-74.9643,14394,762.7,1840035113
Ardmore,Ardmore,PA,40.0033,-75.2947,14391,2658.7,1840005455
Royal Kunia,Royal Kunia,HI,21.4053,-158.0318,14390,1777,1840137108
Lockhart,Lockhart,FL,28.627,-81.4354,14390,1302.9,1840014095
Newport,Newport,KY,39.0856,-84.4868,14378,2108.4,1840014261
Lake Arbor,Lake Arbor,MD,38.9105,-76.8304,14376,1325.7,1840031485
Black Forest,Black Forest,CO,39.0608,-104.6752,14375,50.3,1840017562
Jasper,Jasper,AL,33.8508,-87.271,14370,178.8,1840003778
Whitewater,Whitewater,WI,42.8372,-88.7341,14369,644.8,1840002476
North Fair Oaks,North Fair Oaks,CA,37.4754,-122.2034,14360,4839.8,1840028325
North Mankato,North Mankato,MN,44.181,-94.0391,14356,852.6,1840007896
Buda,Buda,TX,30.0758,-97.8487,14348,685.3,1840019605
Midlothian,Midlothian,IL,41.6254,-87.7243,14330,1980.9,1840011298
Gonzalez,Gonzalez,FL,30.5822,-87.2906,14324,363.2,1840013910
Viera West,Viera West,FL,28.2467,-80.7387,14322,602.3,1840039133
Lebanon,Lebanon,NH,43.6353,-72.2531,14316,131.4,1840002192
North Auburn,North Auburn,CA,38.9306,-121.082,14307,716.2,1840028390
Forest Park,Forest Park,IL,41.8683,-87.8157,14297,2219.8,1840011276
Bellair-Meadowbrook Terrace,Bellair-Meadowbrook Terrace,FL,30.1796,-81.7375,14289,1427.5,1840073845
Thonotosassa,Thonotosassa,FL,28.0464,-82.291,14278,211.3,1840014154
Lamont,Lamont,CA,35.2659,-118.9159,14269,1188.3,1840017825
Chatham,Chatham,IL,39.6733,-89.6934,14245,693.7,1840010560
Mill Valley,Mill Valley,CA,37.9086,-122.5421,14240,1167.1,1840020259
Monticello,Monticello,MN,45.2991,-93.7996,14235,587.6,1840007795
Mercerville,Mercerville,NJ,40.236,-74.6917,14234,1338.2,1840033344
Edgewater,Edgewater,NJ,40.8237,-73.974,14234,5125.2,1840003543
Fort Bliss,Fort Bliss,TX,31.8396,-106.3747,14226,273.8,1840073931
Yulee,Yulee,FL,30.635,-81.5678,14217,222.5,1840013928
Flower Hill,Flower Hill,MD,39.1676,-77.1824,14213,2620,1840148534
East Cleveland,East Cleveland,OH,41.5317,-81.5794,14212,2134.9,1840000599
Bainbridge,Bainbridge,GA,30.9052,-84.5732,14210,238.2,1840013899
Brookside,Brookside,DE,39.6665,-75.7152,14202,1366.8,1840005569
Hawaiian Gardens,Hawaiian Gardens,CA,33.8304,-118.0728,14178,5805.6,1840020485
Willowick,Willowick,OH,41.6342,-81.4678,14173,2146.5,1840000549
Jefferson Valley-Yorktown,Jefferson Valley-Yorktown,NY,41.318,-73.8008,14168,764.9,1840073699
Lakeland North,Lakeland North,WA,47.3374,-122.2812,14161,1670.5,1840074254
Gladeview,Gladeview,FL,25.8395,-80.2368,14161,2034.9,1840029038
Arlington,Arlington,TN,35.2594,-89.668,14158,196.5,1840015458
Waianae,Waianae,HI,21.4568,-158.1758,14152,943.7,1840029552
California,California,MD,38.2969,-76.4949,14129,442,1840006228
Frederick,Frederick,CO,40.1088,-104.9701,14127,266.4,1840021364
Pierre,Pierre,SD,44.3748,-100.3205,14126,412.2,1840000313
Somerton,Somerton,AZ,32.6007,-114.6994,14126,865.2,1840021997
Luling,Luling,LA,29.9008,-90.3523,14115,240.7,1840013980
East Wenatchee,East Wenatchee,WA,47.4174,-120.2822,14113,1427.8,1840019795
Elizabethton,Elizabethton,TN,36.3367,-82.237,14112,548.5,1840013314
Federal Heights,Federal Heights,CO,39.8651,-105.0154,14111,2937.4,1840028425
Chaparral,Chaparral,NM,32.0442,-106.406,14098,89.8,1840018050
McFarland,McFarland,CA,35.6781,-119.2413,14085,1697,1840020419
Livingston,Livingston,CA,37.3875,-120.7248,14078,1512.1,1840020311
Latham,Latham,NY,42.7427,-73.7497,14076,918.9,1840033905
Allouez,Allouez,WI,44.4721,-88.0259,14072,1171.6,1840002346
Wauconda,Wauconda,IL,42.2749,-88.1359,14068,1037.4,1840011184
Covington,Covington,GA,33.6049,-83.8463,14065,347.1,1840014808
Huron,Huron,SD,44.3623,-98.2094,14060,527.9,1840002373
Brainerd,Brainerd,MN,46.3553,-94.1983,14053,427.3,1840006644
New Ulm,New Ulm,MN,44.312,-94.4685,14052,502.1,1840007894
Cayey,Cayey,PR,18.115,-66.163,14052,2188,1630035640
Chesterton,Chesterton,IN,41.5997,-87.055,14045,571.4,1840009267
Wood Dale,Wood Dale,IL,41.9668,-87.9808,14034,1112.6,1840010167
College Park,College Park,GA,33.6363,-84.464,14032,500.9,1840014737
Alexandria,Alexandria,MN,45.8776,-95.3767,14030,307.9,1840006680
Jacksonville,Jacksonville,TX,31.9642,-95.2617,14029,402.9,1840019515
Sharonville,Sharonville,OH,39.2825,-84.4071,14022,577.1,1840001613
Forest City,Forest City,FL,28.6619,-81.4444,14011,1220.8,1840028825
Dunmore,Dunmore,PA,41.4152,-75.6072,14009,563.2,1840003381
Lyndhurst,Lyndhurst,OH,41.5172,-81.4922,13980,1170,1840000610
Huntington,Huntington,VA,38.7916,-77.074,13979,4624.4,1840006030
Sterling,Sterling,CO,40.6205,-103.1925,13976,734.2,1840021377
Roselle Park,Roselle Park,NJ,40.6653,-74.2666,13973,4280.1,1840001093
Fergus Falls,Fergus Falls,MN,46.2854,-96.0758,13969,369.2,1840007747
Hobe Sound,Hobe Sound,FL,27.0729,-80.1425,13964,802.1,1840014188
Athens,Athens,TN,35.4573,-84.6045,13961,346.8,1840013429
Willow Grove,Willow Grove,PA,40.1469,-75.1174,13958,1955.7,1840005471
Red Oak,Red Oak,TX,32.5212,-96.7866,13956,326.8,1840020761
University Heights,University Heights,OH,41.4948,-81.535,13950,2728.9,1840003416
St. James,St. James,NY,40.8761,-73.1521,13945,1144.9,1840005103
Olean,Olean,NY,42.0819,-78.4321,13941,888.7,1840000452
Hidalgo,Hidalgo,TX,26.109,-98.2464,13939,646.8,1840021023
Moberly,Moberly,MO,39.4179,-92.4364,13933,402.1,1840008463
Circleville,Circleville,OH,39.6063,-82.9334,13933,748.4,1840007317
Manor,Manor,TX,30.3562,-97.5227,13928,458.5,1840020890
Kettering,Kettering,MD,38.8888,-76.7889,13924,934.9,1840005958
Shepherdsville,Shepherdsville,KY,37.9813,-85.7007,13918,335.8,1840015214
McPherson,McPherson,KS,38.3714,-97.6605,13916,677.7,1840001659
Maumee,Maumee,OH,41.5696,-83.6636,13915,528.2,1840000569
New Franklin,New Franklin,OH,40.9525,-81.5838,13913,218.5,1840008255
Sun Lakes,Sun Lakes,AZ,33.2172,-111.8695,13912,1069.4,1840019313
Waycross,Waycross,GA,31.2108,-82.3579,13898,443.8,1840015871
Avenal,Avenal,CA,36.0311,-120.1162,13881,258.3,1840019054
Miami Springs,Miami Springs,FL,25.8195,-80.2894,13880,1883.2,1840015152
Powell,Powell,OH,40.1689,-83.0829,13879,898.5,1840009430
Powell,Powell,TN,36.0358,-84.0296,13855,608.4,1840036085
Alamo,Alamo,CA,37.8548,-122.0136,13852,545.3,1840017609
West Lealman,West Lealman,FL,27.8192,-82.7384,13847,1755.4,1840039134
Wells Branch,Wells Branch,TX,30.4433,-97.679,13837,1987.8,1840019588
Sauk Rapids,Sauk Rapids,MN,45.5981,-94.1538,13830,855.1,1840008873
Cherry Hill Mall,Cherry Hill Mall,NJ,39.9384,-75.0117,13826,1465.7,1840033469
Bexley,Bexley,OH,39.965,-82.9343,13820,2201.6,1840003759
Waimalu,Waimalu,HI,21.3913,-157.9345,13818,2891.9,1840029588
Kings Park West,Kings Park West,VA,38.8151,-77.296,13812,1839.7,1840041769
Loganville,Loganville,GA,33.8353,-83.8958,13810,651.3,1840015656
St. Helens,St. Helens,OR,45.8572,-122.8164,13808,1104.2,1840021185
Beachwood,Beachwood,OH,41.4759,-81.503,13806,852.8,1840003395
Teays Valley,Teays Valley,WV,38.4482,-81.9246,13805,730,1840038312
Verona,Verona,WI,42.9892,-89.5383,13798,681.8,1840002903
Forest Hill,Forest Hill,TX,32.6619,-97.2662,13797,1199.9,1840020695
South Sioux City,South Sioux City,NE,42.4627,-96.4125,13796,774.8,1840009129
Bellefontaine,Bellefontaine,OH,40.3627,-83.763,13792,508.3,1840007233
Westmont,Westmont,NJ,39.9082,-75.0551,13784,2273.6,1840033439
Worthington,Worthington,MN,43.6281,-95.599,13782,636.7,1840010036
Beeville,Beeville,TX,28.4053,-97.749,13780,863.5,1840019698
Ephrata,Ephrata,PA,40.1811,-76.1812,13767,1560.8,1840003717
Coldwater,Coldwater,MI,41.9465,-84.9989,13764,488.2,1840003250
Villas,Villas,FL,26.5504,-81.8678,13764,1203.8,1840029092
Destin,Destin,FL,30.395,-86.4701,13751,746.2,1840015008
Brandermill,Brandermill,VA,37.434,-77.6522,13745,869.9,1840024784
Auburn,Auburn,CA,38.895,-121.0777,13738,758.7,1840010231
Warrenville,Warrenville,IL,41.8209,-88.1857,13738,929,1840010164
Shorewood,Shorewood,WI,43.0913,-87.8864,13734,3217.8,1840003031
Marshall,Marshall,MN,44.4488,-95.7897,13728,514.1,1840007879
Hazel Crest,Hazel Crest,IL,41.5732,-87.6899,13727,1581.7,1840011260
Bedford,Bedford,IN,38.8602,-86.4895,13726,418.9,1840007426
Cedar Lake,Cedar Lake,IN,41.3696,-87.4389,13725,569.5,1840009259
Snoqualmie,Snoqualmie,WA,47.5293,-121.8412,13718,729,1840021119
Beacon,Beacon,NY,41.5036,-73.9655,13713,1118.1,1840000499
Minneola,Minneola,FL,28.6067,-81.7322,13709,423.9,1840015081
Mount Vernon,Mount Vernon,VA,38.714,-77.1043,13707,996.9,1840006020
Dallas,Dallas,GA,33.9152,-84.8416,13704,715.6,1840014757
Lone Tree,Lone Tree,CO,39.5309,-104.8709,13701,526.7,1840020222
Canton,Canton,IL,40.5632,-90.0409,13701,668.2,1840007212
McMinnville,McMinnville,TN,35.6864,-85.7812,13699,478.5,1840015385
Olympia Heights,Olympia Heights,FL,25.724,-80.3388,13695,2034.7,1840014247
Warrensville Heights,Warrensville Heights,OH,41.4363,-81.5222,13694,1234.1,1840003419
Channahon,Channahon,IL,41.421,-88.2599,13694,325.9,1840010214
Lakeland,Lakeland,TN,35.2585,-89.7308,13693,207.9,1840014594
Franklin Park,Franklin Park,NJ,40.4439,-74.5431,13686,1888.2,1840039889
Melissa,Melissa,TX,33.2891,-96.5573,13671,363.2,1840020658
Echelon,Echelon,NJ,39.8482,-74.9957,13668,1751.6,1840033470
Callaway,Callaway,FL,30.1349,-85.5568,13656,602.1,1840013958
Shiloh,Shiloh,IL,38.5534,-89.9161,13638,470.7,1840012877
Cayce,Cayce,SC,33.9459,-81.0429,13637,318.3,1840014734
Beach Park,Beach Park,IL,42.426,-87.8583,13634,733,1840011149
Conway,Conway,FL,28.4968,-81.3316,13630,1512.8,1840013121
Marion,Marion,AR,35.2035,-90.2059,13624,238.3,1840015445
Speedway,Speedway,IN,39.7937,-86.2481,13613,994.5,1840010574
Brecksville,Brecksville,OH,41.3079,-81.6192,13607,268.4,1840000590
Santaquin,Santaquin,UT,39.9708,-111.7941,13602,452.5,1840021396
Lakewood Park,Lakewood Park,FL,27.539,-80.3865,13600,826.4,1840014177
Wyandanch,Wyandanch,NY,40.7496,-73.3633,13598,2068.4,1840005115
South Charleston,South Charleston,WV,38.3426,-81.7155,13595,556.7,1840006200
Endicott,Endicott,NY,42.098,-76.0639,13588,1533.4,1840004664
New Carrollton,New Carrollton,MD,38.9656,-76.8775,13574,3187.6,1840005978
Indiana,Indiana,PA,40.622,-79.1552,13573,2888.6,1840000997
New Providence,New Providence,NJ,40.6996,-74.4035,13570,1400.9,1840001095
